Funder,Year,GLRI Amount,Project Type,Project Title,Recipient Name,Project Description,Focus Area,Project Start Date,Project End Date,Affected States,Latitude,Longitude
EPA,2016,"$403,405 ",Increase,Silver Creek Sediment and Nutrient Reduction and Habitat Restoration,Green Bay Metropolitan Sewerage District,"This project supports the Great Lakes Restoration Initiative and the Great Lakes Water Quality Agreement, pursuant to Public Law 113-235.  The project partners will install permanent agricultural non-point pollution control practices on a high percentage (in excess of 70%) of crop fields in the Silver Creek watershed, a sub-watershed of Duck Creek which flows into Green Bay.  Because of the installation of conservation measures on such a high percentage of the watershedÂ¿s agricultural land, the project is expected to a result in large reductions in discharges of total phosphorus (over 75%) and sediment (over 55%).",3 - Nonpoint Source Pollution Impacts on Nearshore Health,2/23/2015,3/31/2020,WI,44.494,-88.178
EPA,2016,"$421,481 ",Increase,Silver Creek Sediment and Nutrient Reduction and Habitat Restoration,Green Bay Metropolitan Sewerage District,"The project partners will install permanent agricultural non-point pollution control practices on a high percentage (in excess of 70%) of crop fields in the Silver Creek watershed, a sub-watershed of Duck Creek which flows into Green Bay.  Because of the installation of conservation measures on such a high percentage of the watershed¿s agricultural land, the project is expected to a result in large reductions in discharges of total phosphorus (over 75%) and sediment (over 55%).",3 - Nonpoint Source Pollution Impacts on Nearshore Health,2/23/2015,3/31/2020,WI,44.490096,-88.181597
EPA,2016,"$175,000 ",New Project,Simmons Island Beach Restoration and Site Improvements,City of Kenosha,"The City of Kenosha will install green infrastructure as part of the Simmons Island Beach Restoration and Site Improvement Project. This grant will support implementation of green infrastructure practices including: beach nourishment, planting native vegetation, sand dunes,and installation of an infiltration basin, and porous pavement. These activities are intended to support the recipient¿s efforts in reducing nonpoint source pollution into the Great Lakes.  The project will hold, filter, and treat stormwater run-off resulting in an estimated 45,250 gallon reduction in untreated run-off entering Lake Michigan.",3 - Nonpoint Source Pollution Impacts on Nearshore Health,7/17/2017,5/31/2019,WI,42.590836,-87.815117
EPA,2016,"$375,000 ",New Project,Sustainable Shoreline Green Infrastructure Implementation,City of Waukegan,"The City of Waukegan, Illinois, will construct vegetated drainage systems (bioswales) at the parking lot adjacent to Waukegan Beach to filter and reduce the flow of stormwater. The bioswales will reduce beach closures and 1.1 million gallons of untreated stormwater (and associated sediments, nutrients, and pathogens) from discharging into Lake Michigan annually.",3 - Nonpoint Source Pollution Impacts on Nearshore Health,10/1/2017,9/30/2018,IL,42.33732,-87.829749
EPA,2016,"$500,000 ",New Project,Swartz Creek Green Infrastructure in Flint,Genesee County,"The Genesee County Parks and Recreation Commission, Michigan, will construct green infrastructure (including rain gardens, bioswales, buffer strips, and permeable pavement) to filter and reduce the flow of stormwater. This will prevent more than 2.35 million gallons of untreated stormwater (and associated sediments, nutrients, and pathogens) from discharging into Saginaw Bay and Lake Huron annually.",3 - Nonpoint Source Pollution Impacts on Nearshore Health,8/1/2017,8/1/2019,MI,42.976381,-83.752512
EPA,2016,"$994,080 ",Increase,Targeting Outcome-Based Sediment Reduction in the Lower Fox Watershed,Fox-Wolf Watershed Alliance,"This project will reduce agricultural sediment and nutrient loading to the Lower Fox River and Green Bay through the installation of innovative yet underutilized conservation practices (such as stream buffering, streambank protection and cover crops) in key sections of the Plum and Kankapot Creek watersheds. The project will also monitor the effects of the installed conservation practices in order to guide the future implementation of conservation practices throughout the Lower Fox watershed.",3 - Nonpoint Source Pollution Impacts on Nearshore Health,2/23/2015,3/31/2020,WI,44.27002,-88.17112
EPA,2016,"$499,977 ",New Project,Urban Runoff Capture and Otter Creek Restoration Project,City of Oregon,"The City of Oregon, Ohio, will construct an urban runoff capture-and-treatment wetland system to reduce streambank and channel erosion in Otter Creek. The wetland will reduce the flow of stormwater and treat it before discharge into the Maumee River (Area of Concern) / Western Basin of Lake Erie. It is projected to prevent more than 20 million gallons of untreated stormwater (and associated sediments, nutrients, and pathogens) from discharging into Lake Erie annually.",3 - Nonpoint Source Pollution Impacts on Nearshore Health,7/1/2017,7/1/2020,OH,41.645301,-83.488668
EPA,2016,"$200,000 ",New Project,Water Quality Assessment and Management Planning,Michigan Dept of Environmental Quality,This award will allow the Michigan Department of Environmental Quality to fund water quality monitoring and assessment within Michigan's Upper Maumee River Tributaries.  This project will contribute towards expected future watershed management planning and efforts to measurably reduce the excess nutrient runoff in the Upper Maumee River Watershed.,3 - Nonpoint Source Pollution Impacts on Nearshore Health,2/13/2017,2/28/2019,MI,41.877,-83.638
EPA,2016,"$149,871 ",New Project,Wolf Picnic Area Parking Lot Retrofits,Cleveland Metroparks,"Cleveland Metroparks will install green infrastructure at Park Point to address long-standing beach health issues and stormwater runoff issues. Cleveland Metroparks will replace conventional paving materials at the Huntington Reservation’s Wolf Picnic Area parking lot with permeable pavement and plant treatment swales. This will result in 115,276 gallons of stormwater removed from the sewer system, thus reducing overflow that causes contaminants to enter Lake Erie. The use of pollinator-friendly plants will also support native species listed as “Greatest Conservation Need” by the Ohio Department of Natural Resources.",3 - Nonpoint Source Pollution Impacts on Nearshore Health,5/1/2017,6/30/2018,OH,41.486274,-81.934297
EPA,2017,"$250,000 ",New Project,Best Management Practice Assistance to Farmers in the Western Lake Erie Basin,Indiana Department of Environmental Management,The Indiana Department of Environmental Management will provide assistance to agricultural landowners in the Upper Maumee watershed on targeting Best Management Practices (BMPs) in critical areas for nutrient loss. This grant will accelerate implementation of the watershed management plan and contribute to phosphorus reduction goals in the Maumee River and Western Lake Erie.,3 - Nonpoint Source Pollution Impacts on Nearshore Health,9/1/2017,8/31/2020,IN,41.312419,-84.89444
EPA,2017,"$749,240 ",New Project,Genesee River Watershed Phosphorous and Sediment Reduction Project,Genesee County Soil & Water Conservation District,"The Genesee County Soil and Water Conservation District, representing a coalition of seven soil and water conservation districts, will implement best management practices on at least 2,700 acres in the Genesee River watershed, New York. Grassed waterways, sediment control basins, and stream exclusion fencing will be installed to significantly reduce phosphorus and sediment loading into the Genesee River and Lake Ontario.",3 - Nonpoint Source Pollution Impacts on Nearshore Health,9/1/2017,8/31/2020,NY,43.0391,-78.102445
EPA,2017,"$1,909,283 ",New Project,Lake Erie Tributary Water Quality Restoration Project,Ohio Environmental Protection Agency,"The Ohio Environmental Protection will manage 10 nonpoint source management projects to reduce nutrients and improve water quality in tributaries leading to Lake Erie.  This suite of projects includes nutrient reduction, stream and wetland restoration and demonstration of green alternatives to traditional stormwater management.   This project will result in the restoration of nearly two miles of stream channel using natural channel design methodology and the stabilization of more than 800 linear feet of severely eroding streambanks, 3,000 acres of cover crops, 600 acres of drainage water management and more than 1,600 square feet of vegetated bio filter.",3 - Nonpoint Source Pollution Impacts on Nearshore Health,8/15/2017,7/15/2020,OH,39.955,-83.009359
EPA,2017,"$493,000 ",Increase,Maumee Sediment and Nutrient Reduction Initiative,Ohio Environmental Protection Agency,"This project will employ stream and wetland restoration projects and sediment reduction practices at eight locations within the Maumee River watershed to reduce non-point phosphorus discharges.  The eight sub-projects include retiring 270 acres of cropland, re-naturalizing six miles of channelized streams, converting a mile of agricultural ditches to 2-stage channels, stabilizing 1,000 linear feet of eroding streambank and restoring more than 70 acres of wetlands and wet prairies.",3 - Nonpoint Source Pollution Impacts on Nearshore Health,2/23/2015,2/22/2020,OH,41.343105,-84.014754
EPA,2017,"$595,542 ",New Project,Reducing Non-Point Source Pollution Along Spicer Creek,Buffalo Niagara Waterkeeper,"The Buffalo Niagara Riverkeeper will reduce nonpoint source pollution, to improve water quality and habitat along Spicer Creek, a major tributary of the Niagara River. Best management practices such as bioswales, bank reshaping, and shoreline plantings will reduce the input of phosphorus (636 pounds), nitrogen (1,242 pounds), and pesticides and herbicides (19.4 pounds) annually.",3 - Nonpoint Source Pollution Impacts on Nearshore Health,9/1/2017,12/29/2019,NY,43.0226,-78.943916
EPA,2017,"$250,288 ",New Project,Reducing Nonpoint Source Pollution Along the Upper Genesee River,Center for Environmental Initiatives,"The Center for Environmental Information will use bioengineering techniques to stabilize 1,800 linear feet of unbuffered agricultural land along the Genesee River, New York. Using plants in combination with natural materials such as logs and branches creates habitat for fish and wildlife and help stabilize the shoreline. This shovel-ready project will reduce phosphorous loads by 100 pounds, and sediment loads by 384,000 pounds annually.",3 - Nonpoint Source Pollution Impacts on Nearshore Health,9/1/2017,12/31/2019,NY,43.0425,-78.076847
